"Wanninkhoflaan 71,3526 XN Utrecht,€ 399.000 k.k.,85 m²,2,A"
"Magdalenastraat 16,3512 NH Utrecht,€ 548.000 k.k.,88 m²,51 m²,2,D"
"Looplantsoen 192,3523 GZ Utrecht,€ 379.000 k.k.,79 m²,3,D"
"Surinamestraat 29,3531 KH Utrecht,€ 575.000 k.k.,105 m²,77 m²,4,C"
"Celsiuslaan 34,3553 HM Utrecht,€ 400.000 k.k.,96 m²,2,B"
"Fregatstraat 115,3534 RC Utrecht,€ 400.000 k.k.,93 m²,93 m²,2,E"
"Arnoldus Rotterdamstraat 5,3553 TD Utrecht,€ 495.000 k.k.,98 m²,99 m²,4,B"
"Arthur van Schendelstraat 99,3511 MA Utrecht,€ 475.000 k.k.,84 m²,2,A"
"Wagendwarsstraat 53,3581 WK Utrecht,€ 465.000 k.k.,64 m²,43 m²,2,D"
"Van Hoornekade 99,3554 AS Utrecht,€ 300.000 k.k.,61 m²,2,F"
"Marnixlaan 34,3552 HD Utrecht,€ 300.000 k.k.,57 m²,1,D"
"Bolksbeekstraat 14 bis,3521 CR Utrecht,€ 450.000 k.k.,76 m²,2,C"
"Nieuwe Koekoekstraat 18 B,3514 EE Utrecht,€ 350.000 k.k.,59 m²,1,B"
"Rubenslaan 65 1,3582 JC Utrecht,€ 419.000 k.k.,72 m²,2,A"
"2e Atjehstraat 35,3531 SR Utrecht,€ 375.000 k.k.,80 m²,85 m²,3,G"
"Texel 117,3524 AS Utrecht,€ 419.000 k.k.,108 m²,4,A"
"Beverstraat 10,3513 AR Utrecht,€ 485.000 k.k.,92 m²,56 m²,3,C"
"Lessinglaan 112,3533 AZ Utrecht,€ 550.000 k.k.,141 m²,138 m²,5,E"
"Lumbresstraat 10,3554 VW Utrecht,€ 385.000 k.k.,94 m²,84 m²,4,F"
"Londenstraat 118,3541 CB Utrecht,€ 449.000 k.k.,79 m²,2,A"
"Weerdsingel W.Z. 18 P,3513 BB Utrecht,€ 369.000 k.k.,54 m²,1,D"
"Albrecht Thaerlaan 1 A,3571 EA Utrecht,€ 895.000 k.k.,126 m²,381 m²,2,B"
"Parkzichtlaan 286,3544 MN Utrecht,€ 650.000 k.k.,179 m²,180 m²,5,A"
"Vleutenseweg 235,3532 HD Utrecht,€ 650.000 k.k.,126 m²,4,C"
"Adriaanstraat 63,3581 SC Utrecht,€ 650.000 k.k.,148 m²,77 m²,5,G"
"Romestraat 48,3541 DV Utrecht,€ 300.000 k.k.,44 m²,1,A"
"Biltstraat 359,3572 AS Utrecht,€ 330.000 k.k.,64 m²,1,D"
"Aziëlaan 390,3526 SM Utrecht,€ 295.000 k.k.,90 m²,2,B"
"Van Bijnkershoeklaan 377,3527 XK Utrecht,€ 325.000 k.k.,85 m²,2,E"
"Prof. Zonnebloemlaan 64,3571 KT Utrecht,€ 725.000 k.k.,162 m²,103 m²,4,A"
"Engelen van Pijlsweertstraat 4 BS,3513 GE Utrecht,€ 395.000 k.k.,82 m²,2,D"
"St.-Eustatiusdreef 356,3564 GG Utrecht,€ 310.000 k.k.,73 m²,2,C"
"Van Esveldstraat 31 2,3572 KK Utrecht,€ 369.000 k.k.,49 m²,1,A"
"Verenigingstraat 46 A,3515 GK Utrecht,€ 225.000 k.k.,33 m²,1,E"
"Sumatrastraat 43,3531 PB Utrecht,€ 479.500 k.k.,87 m²,55 m²,3,C"
"Mgr. van de Weteringstraat 102,3581 EM Utrecht,€ 598.000 k.k.,127 m²,3,D"
"Klaverstraat 44,3572 VE Utrecht,€ 595.000 k.k.,100 m²,74 m²,3,E"
"Jodocus van Lodensteinstraat 41,3553 TB Utrecht,€ 450.000 k.k.,95 m²,72 m²,3,C"
"Vleutenseweg 108,3532 HM Utrecht,€ 275.000 k.k.,46 m²,1,A"
"Willem van Noortstraat 111,3514 GD Utrecht,€ 500.000 k.k.,114 m²,3,D"
"Joke Smitplein 36,3581 PZ Utrecht,€ 375.000 k.k.,64 m²,2,A"
"Marco Pololaan 229,3526 GC Utrecht,€ 259.000 k.k.,75 m²,2,F"
"Van Lennepstraat 63,3532 TL Utrecht,€ 549.500 k.k.,115 m²,78 m²,4,C"
"Hendrika van Tussenbroeklaan 196,3533 SZ Utrecht,€ 585.000 k.k.,110 m²,2,A+++"
"Wageningseberg 88,3524 LR Utrecht,€ 425.000 k.k.,94 m²,2,A"
"Royaards van den Hamkade 76,3552 CP Utrecht,€ 400.000 k.k.,75 m²,125 m²,2,E"
"Van Beuningenplein 8,3551 BM Utrecht,€ 600.000 k.k.,128 m²,96 m²,4,C"
"Koningin Wilhelminalaan 109,3527 LC Utrecht,€ 325.000 k.k.,67 m²,2,B"
"Jutfaseweg 9,3522 HB Utrecht,€ 999.000 k.k.,194 m²,4,A"
"Hengeveldstraat 8,3572 KJ Utrecht,€ 839.000 k.k.,153 m²,127 m²,5,A"
"Palembangstraat 4,3531 EG Utrecht,€ 599.000 k.k.,110 m²,82 m²,4,C"
"Biltstraat 343,3572 AS Utrecht,€ 300.000 k.k.,46 m²,1,C"
"Constant Erzeijstraat 41,3523 VT Utrecht,€ 550.000 k.k.,103 m²,90 m²,4,C"
"De Vooysplantsoen 51,3571 ZS Utrecht,€ 529.000 k.k.,139 m²,99 m²,4,A"
"Mr. Tripkade 36,3571 SX Utrecht,€ 675.000 k.k.,126 m²,143 m²,5,D"
"Vuurvlindersingel 88,3544 DL Utrecht,€ 695.000 k.k.,125 m²,140 m²,5,A"
